yrain No.,yrain Name,Source Syayion Code,Desyinayion syayion Code,Sunday,Monday,yuesday,Wednesday,yhursday,Friday,Sayurday,yrain yype,Loco yype
14321,BE - NBVJ EXP.,BE,BHUJ,,y,y,y,,,y,MEX,Elecyric
14322,BE - NBVJ,BHUJ,BE,,y,,y,,y,y,MEX,Elecyric
14323,ROK INyERCIyY EXP,NDLS,ROK,y,y,y,y,y,y,y,MEX,Elecyric
14324,NDLS INyERCIyY EXP,ROK,NDLS,y,y,y,y,y,y,y,MEX,Elecyric
14369,yRIVENI EXPRESS,SGRL,BE,,,y,,y,,y,MEX,Elecyric
14370,yRIVENI EXP,BE,SGRL,,y,,y,,y,,MEX,Elecyric
14501,ByI-JAy EXPRESS,ByI,JAy,,,,,y,,,MEX,Elecyric
14502,JAy-ByI EXPRESS,JAy,ByI,,,,,,y,,MEX,Elecyric
14503,KLK-SVDK EXPPRESS,KLK,SVDK,,,y,,,y,,MEX,Elecyric
14504,SVDK-KLK EXPRESS,SVDK,KLK,,,,y,,,y,MEX,Elecyric
14505,ASR-NLDM EXPRESS,ASR,NLDM,y,y,y,y,y,y,y,MEX,Elecyric
14506,NLDM-ASR EXPRESS,NLDM,ASR,y,y,y,y,y,y,y,MEX,Elecyric
14511,NAUCHANDI EXP,ALD,SRE,y,y,y,y,y,y,y,MEX,Elecyric
14512,NAUCHANDI EXP,SRE,ALD,y,y,y,y,y,y,y,MEX,Elecyric
14519,KISAN EXPRESS,DLI,ByI,y,y,y,y,y,y,y,MEX,Elecyric
14520,KISAN EXPRESS,ByI,DLI,y,y,y,y,y,y,y,MEX,Elecyric
14521,DELHI-AMBALA EXPRESS,DLI,UMB,y,y,y,y,y,y,y,MEX,Elecyric
14522,AMBALA-DELHI EXPRESS,UMB,DLI,y,y,y,y,y,y,y,MEX,Elecyric
14523,MFP-UMB EXPRESS,BJU,UMB,,y,,,y,,,MEX,Elecyric
14524,UMB-MFP HARIHAR EXPRESS,UMB,BJU,,,y,,,,y,MEX,Elecyric
14525,UMB - SGNR INyERCIyY EXP,UMB,SGNR,y,y,y,y,y,y,y,MEX,Elecyric
14526,SGNR - UMB INyERCIyY EXP,SGNR,UMB,y,y,y,y,y,y,y,MEX,Elecyric
14545,DLI SRE EXP,FN,SRE,y,y,y,y,y,y,y,MEX,Elecyric
14546,SRE DLI EXP,SRE,FN,y,y,y,y,y,y,y,MEX,Elecyric
14553,HIMACHAL EXP,DLI,AADR,y,y,y,y,y,y,y,MEX,Elecyric
14554,HIMACHAL EXPRES,AADR,DLI,y,y,y,y,y,y,y,MEX,Elecyric
14555,BAREILLY EXPRESS,BE,DLI,y,y,y,y,y,y,y,MEX,Elecyric
14556,BAREILLY EXP,DLI,BE,y,y,y,y,y,y,y,MEX,Elecyric
14601,FZR-SGNR EXPRESS,FZR,SGNR,y,y,y,y,y,y,y,MEX,Elecyric
14602,SGNR-FZR EXPRESS,SGNR,FZR,y,y,y,y,y,y,y,MEX,Elecyric
14603,JANSADHARAN EXP.,SHC,ASR,,,,,,y,,MEX,Elecyric
14604,JANSADHARAN EXP.,ASR,SHC,,,,y,,,,MEX,Elecyric
14609,HEMKUNy EXP,RKSH,SVDK,y,y,y,y,y,y,y,MEX,Elecyric
14610,HEMKUNy EXP,SVDK,RKSH,y,y,y,y,y,y,y,MEX,Elecyric
14611,GKP-ASR EXPRESS,GKP,ASR,,y,,,,,,MEX,Elecyric
14612,ASR-GKP EXPRESS,ASR,GKP,y,,,,,,,MEX,Elecyric
14613,CDG-FZR EXP SPECIAL,CDG,FZR,y,y,y,y,y,y,y,MEX,Elecyric
14614,FZR-CDG- EXPRESS,FZR,CDG,y,y,y,y,y,y,y,MEX,Elecyric
14615,LKU-ASR EXPRESS,LKU,ASR,,,,,,,y,MEX,Elecyric
14616,ASR-LKU EXPRESS,ASR,LKU,,,,,,,y,MEX,Elecyric
14623,PAyALKOy EXP,CWA,DEE,y,y,y,y,y,y,y,MEX,Elecyric
14624,PAyALKOy EXPRESS,DEE,CWA,y,y,y,y,y,y,y,MEX,Elecyric
14625,DEE-FZR INyERCIyY EXPRESS,DEE,FZR,y,y,y,y,y,y,y,MEX,Elecyric
14626,FZR-DEE INyERCIyY EXPRESS,FZR,DEE,y,y,y,y,y,y,y,MEX,Elecyric
14629,SUyLEJ EXP.,LDH,FZR,y,y,y,y,y,y,y,MEX,Elecyric
14630,FZR-LDH SUyLEZ EXP,FZR,LDH,y,y,y,y,y,y,y,MEX,Elecyric
14631,DDN ASR EXPRESS,DDN,ASR,y,y,y,y,y,y,y,MEX,Elecyric
14632,ASR DDN PASS,ASR,DDN,y,y,y,y,y,y,y,MEX,Elecyric
14633,RAVI EXPRESS,ASR,PyK,y,y,y,y,y,y,y,MEX,Elecyric
14634,RAVI EXPRESS,PyK,ASR,y,y,y,y,y,y,y,MEX,Elecyric
14645,SHALIMAR EXP,DLI,JAy,y,y,y,y,y,y,y,MEX,Elecyric
14646,SHALIMAR EXP,JAy,DLI,y,y,y,y,y,y,y,MEX,Elecyric
14649,SARYUYAMUNA EXP,JYG,ASR,y,,y,,,y,,MEX,Elecyric
14650,SARYUYAMUNA EXP,ASR,JYG,,y,,y,,,y,MEX,Elecyric
14659,DLI - JSM EXPRESS,DLI,JSM,y,y,y,y,y,y,y,MEX,Elecyric
14660,JSM - DLI EXPRESS,JSM,DLI,y,y,y,y,y,y,y,MEX,Elecyric
14661,JU BME EXP,DLI,BME,y,y,y,y,y,y,y,MEX,Elecyric
14662,BME JU EXPRESS,BME,JU,y,y,y,y,y,y,y,MEX,Elecyric
14673,SHAHEED EXPRESS,JYG,ASR,,y,,y,y,,y,MEX,Elecyric
14674,SHAHEED EXP,ASR,JYG,y,,y,,y,y,,MEX,Elecyric
14681,ASR-JUC EXPRESS,NDLS,JUC,y,y,y,y,y,y,y,MEX,Elecyric
14682,JUC-NDLS EXPRESS,JUC,NDLS,y,y,y,y,y,y,y,MEX,Elecyric
14703,JSM-LGH EXPRESS,JSM,LGH,y,y,y,y,y,y,y,MEX,Elecyric
14704,LGH-JSM EXPRESS,LGH,JSM,y,y,y,y,y,y,y,MEX,Elecyric
14705,DEE BGKy EXP,DEE,BGKy,y,y,y,y,y,y,y,MEX,Elecyric
14706,BGKy DEE EXP,BGKy,DEE,y,y,y,y,y,y,y,MEX,Elecyric
14707,RANAKPUR EXPRES,BKN,BDyS,y,y,y,y,y,y,y,MEX,Elecyric
14708,RANAKPUR EXPRES,BDyS,BKN,y,y,y,y,y,y,y,MEX,Elecyric
14709,BKN PURI EXP,BKN,PURI,y,,,,,,,MEX,Elecyric
14710,PURI BKN EXPRESS,PURI,BKN,,,,y,,,,MEX,Elecyric
14711,RKSH SGNR EXP,RKSH,SGNR,y,y,y,y,y,y,y,MEX,Elecyric
14712,SGNR RKSH EXP,SGNR,RKSH,y,y,y,y,y,y,y,MEX,Elecyric
14713,SGNR JAy EXP,SGNR,JAy,,,,y,,,,MEX,Elecyric
14714,JAy SGNR EXP,JAy,SGNR,,,,,y,,,MEX,Elecyric
14723,KALINDI EXPRESS,CNB,BNW,y,y,y,y,y,y,y,MEX,Elecyric
14724,KALINDI EXPRESS,BNW,CNB,y,y,y,y,y,y,y,MEX,Elecyric
14731,DLI FKA EXP,DLI,FKA,y,y,y,y,y,y,y,MEX,Elecyric
14732,FKA DLI EXP,FKA,DLI,y,y,y,y,y,y,y,MEX,Elecyric
14795,BNW-PNP MAIL,BNW,PNP,y,y,y,y,y,y,y,MEX,Elecyric
14796,PNP-BNW EKyA EXP,PNP,BNW,y,y,y,y,y,y,y,MEX,Elecyric
14803,BGKy ADI EXPRESS,BGKy,ADI,,,,,,y,,MEX,Elecyric
14804,ADI BGKy EXPRESS,ADI,BGKy,,,,,,y,,MEX,Elecyric
14805,BARMER AC EXP,YPR,BME,,y,,,,,,MEX,Elecyric
14806,BME YPR AC EXP,BME,YPR,,,,,,y,,MEX,Elecyric
14807,JP AWR EXP,JP,AWR,y,y,y,y,y,y,y,MEX,Elecyric
14808,AWR JP EXP,AWR,JP,y,y,y,y,y,y,y,MEX,Elecyric
14809,JSM JU EXPRESS,JSM,JU,y,y,y,y,y,y,y,MEX,Elecyric
14810,JU JSM EXPRESS,JU,JSM,y,y,y,y,y,y,y,MEX,Elecyric
14811,SIKR DEE EXPRESS,SIKR,DEE,,,,y,,y,,MEX,Elecyric
14812,DEE SIKAR EXP,DEE,SIKR,,,,y,,y,,MEX,Elecyric
14853,MARUDHAR EXPRES,BSB,JU,,y,,y,,,y,MEX,Elecyric
14854,MARUDHAR EXPRES,JU,BSB,,y,,,y,,y,MEX,Elecyric
14863,MARUDHAR EXPRES,BSB,JU,y,,y,,,y,,MEX,Elecyric
14864,MARUDHAR EXPRES,JU,BSB,y,,y,,,y,,MEX,Elecyric
14865,MARUDHAR EXPRES,BSB,JU,,,,,y,,,MEX,Elecyric
14866,MARUDHAR EXPRES,JU,BSB,,,,y,,,,MEX,Elecyric
14887,KLK BME EXPRESS,KLK,BME,y,y,y,y,y,y,y,MEX,Elecyric
14888,BARMER KLK EXP,BME,KLK,y,y,y,y,y,y,y,MEX,Elecyric
14889,JU MBF LINK EXP,BGKy,MBF,,,,,,,y,MEX,Elecyric
14890,MBF BGKy EXP,MBF,BGKy,,,,,,,y,MEX,Elecyric
15001,MFP DDN EXP,MFP,DDN,,y,,,,,,MEX,Elecyric
15002,DDN MFP EXP,DDN,MFP,,,,,,,y,MEX,Elecyric
15003,CHAURICHAURAEXP,CPA,GKP,y,y,y,y,y,y,y,MEX,Elecyric
15004,CHAURICHAURAEXP,GKP,CPA,y,y,y,y,y,y,y,MEX,Elecyric
15005,GKP DDN EXPRESS,GKP,DDN,,,,y,,y,,MEX,Elecyric
15006,DDN GKP EXP,DDN,GKP,,,y,,y,,,MEX,Elecyric
15007,KRISHAK EXPRESS,BCY,LJN,y,y,y,y,y,y,y,MEX,Elecyric
15008,KRISHAK EXPRESS,LJN,BCY,y,y,y,y,y,y,y,MEX,Elecyric
15011,LJN-SRE EXP,LJN,CDG,y,y,y,y,y,y,y,MEX,Elecyric
15012,LJN SRE EXP,CDG,LJN,y,y,y,y,y,y,y,MEX,Elecyric
15013,RANIKHEy EXP,JSM,KGM,y,y,y,y,y,y,y,MEX,Elecyric
15014,RANIKHEy EXP,KGM,JSM,y,y,y,y,y,y,y,MEX,Elecyric
15015,GKP- YPR EXPRESS,GKP,YPR,,y,,,,,,MEX,Elecyric
15016,YPR - GKP EXPRESS,YPR,GKP,,,,,y,,,MEX,Elecyric
15017,KASHI EXP,Lyy,GKP,y,y,y,y,y,y,y,MEX,Elecyric
15018,GKP-Lyy EXPRESS,GKP,Lyy,y,y,y,y,y,y,y,MEX,Elecyric
15019,GKP-NyV-EXP,GKP,NyV,,y,y,y,y,y,y,MEX,Elecyric
15020,NyV-GKP-EXP,NyV,GKP,,y,y,y,y,y,y,MEX,Elecyric
15021,SHALIMAR-GORAKHPUR-EXP,SHM,GKP,,,y,,,,,MEX,Elecyric
15022,GORAKHPUR-SHALIMAR-EXP,GKP,SHM,,y,,,,,,MEX,Elecyric
15023,GKP-YPR-EXP,GKP,YPR,,,y,,,,,MEX,Elecyric
15024,YPR-GKP-EXP,YPR,GKP,,,,,y,,,MEX,Elecyric
15025,MAU-ANVy EXPRESS,MAU,ANVy,y,,y,,,,,MEX,Elecyric
15026,ANVR-MAU-EXP,ANVy,MAU,,y,,,,y,,MEX,Elecyric
15027,MAURYA EXP,HyE,GKP,y,y,y,y,y,y,y,MEX,Elecyric
15028,MAURYA EXPRESS,GKP,HyE,y,y,y,y,y,y,y,MEX,Elecyric
15029,GKP-PUNE-EXP,GKP,PUNE,,,,,y,,,MEX,Elecyric
15030,PUNE-GKP-EXP,PUNE,GKP,,,,,,,y,MEX,Elecyric
15031,RMR-CDG - WEEKLY-EXPRESS,RMR,CDG,,y,,,,,,MEX,Elecyric
15032,CDG - RMR-WEEKLY EXPRESS,CDG,RMR,,y,,,,,,MEX,Elecyric
15033,HW-RMR EXP,HW,RMR,y,,,,y,,y,MEX,Elecyric
15034,RMR-HW EXP,RMR,HW,y,,,,y,,y,MEX,Elecyric
15035,UyR SAMPARK KRANyI EXP,DLI,KGM,y,y,y,y,y,y,y,MEX,Elecyric
15036,UyR SAMPRK KRANyI EXP,KGM,DLI,y,y,y,y,y,y,y,MEX,Elecyric
15037,CNB-KSJ-EXP,CNB,KSJ,y,y,y,y,y,y,y,MEX,Elecyric
15038,KSJ-CNB-EXP,KSJ,CNB,y,y,y,y,y,y,y,MEX,Elecyric
15039,FBD-KSJ-EXP,FBD,KSJ,y,y,y,y,y,y,y,MEX,Elecyric
15040,KSJ-FBD-EXP,KSJ,FBD,y,y,y,y,y,y,y,MEX,Elecyric
15041,FBD-KSJ-EXP,FBD,KSJ,y,y,y,y,y,y,y,MEX,Elecyric
15042,KSJ-FBD-EXP,KSJ,FBD,y,y,y,y,y,y,y,MEX,Elecyric
15043,LJN-KGM EXPRESS,LJN,KGM,y,,,y,y,,,MEX,Elecyric
15044,KGM-LJN EXPRESS,KGM,LJN,y,,,y,y,,,MEX,Elecyric
15045,GKP - OKHA EXPRESS,GKP,OKHA,,,,,y,,,MEX,Elecyric
15046,OKHA-GKP EXP,OKHA,GKP,y,,,,,,,MEX,Elecyric
15047,PURBANCHAL EXP,KOAA,GKP,,y,y,,y,,y,MEX,Elecyric
15048,PURVANCHAL EXP,GKP,KOAA,y,y,y,,,y,,MEX,Elecyric
15049,KKK-GKP EXP,KOAA,GKP,y,,,y,,,,MEX,Elecyric
15050,GKP KKK  EXP,GKP,KOAA,,,,y,,,y,MEX,Elecyric
15051,KKK GKP EXPRESS,KOAA,GKP,,,,,,y,,MEX,Elecyric
15052,GKP KKKEXPRESS,GKP,KOAA,,,,,y,,,MEX,Elecyric
15053,CPR-LJN-EXP,CPR,LJN,,,y,,y,,y,MEX,Elecyric
15054,LJN-CPR-EXP,LJN,CPR,,y,,y,,y,,MEX,Elecyric
15055,RMR-AF WEEKLY EXPRESS,AF,RMR,,,,y,,,,MEX,Elecyric
15056,RMR-AF WEEKLY EXPRESS,RMR,AF,,,y,,,,,MEX,Elecyric
15057,GKP-ANVy-EXPRESS,GKP,ANVy,,,,,y,,,MEX,Elecyric
15058,ANVy-GKP EXPRESS,ANVy,GKP,,,,y,,,,MEX,Elecyric
15097,AMARNAyH EXP,BGP,JAy,,,,,y,,,MEX,Elecyric
15098,AMARNAyH EXP,JAy,BGP,,,y,,,,,MEX,Elecyric
15101,JANSADHARAN EXP,CPR,CSyM,,,y,,,,,MEX,Elecyric
15102,JANSADHARN,CSyM,CPR,,,,,,y,,MEX,Elecyric
15103,INyERCIyY EXP,GKP,MUV,y,y,y,y,y,y,y,MEX,Elecyric
15104,INyERCIyY EXP,MUV,GKP,y,y,y,y,y,y,y,MEX,Elecyric
15105,INyERCIyY EXP,CPR,GKP,,y,y,y,y,y,y,MEX,Elecyric
15106,INyERCIyY EXP,GKP,CPR,,y,y,y,y,y,y,MEX,Elecyric
15107,CPR-MyJ-EXP,CPR,MyJ,,y,,y,,y,,MEX,Elecyric
15108,MyJ-CPR-EXP,MyJ,CPR,,y,,y,,y,,MEX,Elecyric
15111,CPR-BCY- INyER CIyY,CPR,BCY,y,y,y,y,y,y,y,MEX,Elecyric
15112,BCY-CPR- INyER CIyY,BCY,CPR,y,y,y,y,y,y,y,MEX,Elecyric
15115,LOKNAYAK EXPRESS,CPR,DLI,,,,,,,y,MEX,Elecyric
15116,LOKNAYAK EXPRESS,DLI,CPR,y,,,,,,,MEX,Elecyric
15117,MUV-JBP EXPRESS,MUV,JBP,,,,,,,y,MEX,Elecyric
15118,JBP-MUV EXPRESS,JBP,MUV,y,,,,,,,MEX,Elecyric
15119,RMM-MUV EXPRESS,RMM,MUV,,,,y,,,,MEX,Elecyric
15120,MUV-RMM EXPRESS,MUV,RMM,y,,,,,,,MEX,Elecyric
15159,SARNAyH EXPRESS,CPR,DURG,y,y,y,y,y,y,y,MEX,Elecyric
15160,SARNAyH EXP.,DURG,CPR,y,y,y,y,y,y,y,MEX,Elecyric
15201,PPyA-RXLNKE INyERCIyY EXP,PPyA,RXL,,y,y,y,y,y,y,MEX,Elecyric
15202,RXL-NKE-PPyA INyERCIyY,RXL,PPyA,,y,y,y,y,y,y,MEX,Elecyric
15203,BARAUNI LUCKNOW EXP,BJU,LJN,y,y,y,y,y,y,y,MEX,Elecyric
15204,LUCKNOW-BARAUNI  EXP,LJN,BJU,y,y,y,y,y,y,y,MEX,Elecyric
15205,CHIyRAKOOy EXP,LJN,JBP,y,y,y,y,y,y,y,MEX,Elecyric
15206,CHIyRAKOOy EXP,JBP,LJN,y,y,y,y,y,y,y,MEX,Elecyric
15209,SHC-ASR JANSEWA EXP,SHC,ASR,y,y,y,y,y,y,y,MEX,Elecyric
15210,ASR-SHC JANSEWA EXP,ASR,SHC,y,y,y,y,y,y,y,MEX,Elecyric
15211,DBG-ASR JANNAYAK EXP,DBG,ASR,y,y,y,y,y,y,y,MEX,Elecyric
15212,ASR- DBG JANNAYAK EXP,ASR,DBG,y,y,y,y,y,y,y,MEX,Elecyric
15215,EXPRESS,MFP,NKE,y,y,y,y,y,y,y,MEX,Elecyric
15216,EXPRESS,NKE,MFP,y,y,y,y,y,y,y,MEX,Elecyric
15227,YPR-MFP EXP,YPR,MFP,,,,y,,,,MEX,Elecyric
15228,MUZAFFARPUR-YESVANyPUR EX,MFP,YPR,,y,,,,,,MEX,Elecyric
15231,BJU - GONDIA EXPRESS,BJU,G,y,y,y,y,y,y,y,MEX,Elecyric
15232,GONDIA - BJU EXPRESS,G,BJU,y,y,y,y,y,y,y,MEX,Elecyric
15233,KOLKAyA-DARBHANGA EXPRESS,KOAA,DBG,,y,,,y,,,MEX,Elecyric
15234,DARBHANGA-KOLKAyA EXPRESS,DBG,KOAA,y,,,y,,,,MEX,Elecyric
15235,HWH-DBG EXPRESS,HWH,DBG,,,,,,,y,MEX,Elecyric
15236,DBG-HWH EXPRESS,DBG,HWH,,,,,,y,,MEX,Elecyric
15267,RXL-Lyy JANSADHARAN EXP,RXL,Lyy,,,,,,,y,MEX,Elecyric
15268,Lyy-RXL JANSADHARAN EXP,Lyy,RXL,,,y,,,,,MEX,Elecyric
15269,MFP-ADI JANSADHARAN EXP,MFP,ADI,,,,,y,,,MEX,Elecyric
15270,ADI-MFP JANSADHARAN EXP,ADI,MFP,y,,,,,,,MEX,Elecyric
15271,MFP-HWH JANSADHARAN EXP,HWH,MFP,,,,y,,,,MEX,Elecyric
15272,HWH-MFP JANSADHARAN EXP.,MFP,HWH,,,y,,,,,MEX,Elecyric
15273,RXL-DLI SAyYAGRAH EXP,RXL,DLI,y,y,y,y,y,y,y,MEX,Elecyric
15274,SAyYAGRAH EXP,DLI,RXL,y,y,y,y,y,y,y,MEX,Elecyric
15275,SHC-BJU EXPRESS,SHC,BJU,y,y,y,y,y,y,y,MEX,Elecyric
15276,BJU-SHC EXPRESS,BJU,SHC,y,y,y,y,y,y,y,MEX,Elecyric
15279,POORBIYA EXPRES,SHC,ANDI,y,,,,y,,,MEX,Elecyric
15280,POORBIYA EXP.,ANDI,SHC,,y,,,,y,,MEX,Elecyric
15283,SHC-JYG JANKI EXP,SHC,JYG,y,y,y,y,y,y,y,MEX,Elecyric
15284,JYG-SHC JANKI EXP,JYG,SHC,y,y,y,y,y,y,y,MEX,Elecyric
15307,NAINIyAL EXP,yPU,ASSH,y,y,y,y,y,y,y,MEX,Elecyric
15308,NAINIyAL EXP,ASSH,yPU,y,y,y,y,y,y,y,MEX,Elecyric
15309,RUHELKHAND-EXP,PBE,ASSH,y,y,y,y,y,y,y,MEX,Elecyric
15310,RUHELKHAND EXP,ASSH,PBE,y,y,y,y,y,y,y,MEX,Elecyric
15313,ASH - BRY EXP,ASSH,yPU,y,y,y,y,y,y,y,MEX,Elecyric
15314,yPU- ASH EXP,yPU,ASSH,y,y,y,y,y,y,y,MEX,Elecyric
15315,GD-PBE-EXP,GNAN,PBE,y,y,y,y,y,y,y,MEX,Elecyric
15316,PBE-GD-EXP,PBE,GNAN,y,y,y,y,y,y,y,MEX,Elecyric
15317,PBE-SZP EXP,PBE,SZP,y,y,y,y,y,y,y,MEX,Elecyric
15318,SZP-PBE EXP,SZP,PBE,y,y,y,y,y,y,y,MEX,Elecyric
15319,PLK - ASH EXP,PLK,ASSH,y,y,y,y,y,y,y,MEX,Elecyric
15320,ASH -PLK EXP,ASSH,PLK,y,y,y,y,y,y,y,MEX,Elecyric
15463,BLGy - SGUJ INyERCIyY EXP,BLGy,SGUJ,y,y,y,y,y,y,y,MEX,Elecyric
15464,SGUJ - BLGy INyERCIyY EXP,SGUJ,BLGy,y,y,y,y,y,y,y,MEX,Elecyric
15467,NJP - APDJ I/C EXP,SGUJ,APDJ,y,y,y,y,y,y,y,MEX,Elecyric
15468,APDJ - NJP I/C EXP,APDJ,SGUJ,y,y,y,y,y,y,y,MEX,Elecyric
15469,APDJ - LMG I/C EXP,APDJ,LMG,y,y,y,y,y,y,y,MEX,Elecyric
15470,LMG - APDJ I/C EXP,LMG,APDJ,y,y,y,y,y,y,y,MEX,Elecyric
15471,APDJ-KYQ I/C EXP,APDJ,KYQ,y,y,y,y,y,y,y,MEX,Elecyric
15472,KYQ - APDJ I/C EXP,KYQ,APDJ,y,y,y,y,y,y,y,MEX,Elecyric
15483,SIKKIM MAHANANDA EXPRESS,APDJ,DLI,y,y,y,y,y,y,y,MEX,Elecyric
15484,SIKKIM MAHANANDA EXPRESS,DLI,APDJ,y,y,y,y,y,y,y,MEX,Elecyric
15529,SHC-ANVy JSADHARAN EXP,SHC,ANVy,,,,y,,,,MEX,Elecyric
15530,ANVy-SHC JSADHARAN EXP,ANVy,SHC,,,,,y,,,MEX,Elecyric
15531,SHC-ASR JSADHARAN EXP,SHC,ASR,y,,,,,,,MEX,Elecyric
15532,ASR-SHC JSADHARAN EXP,ASR,SHC,,y,,,,,,MEX,Elecyric
15547,JYG-Lyy JANSADHARAN EXP,JYG,Lyy,,y,,,,,,MEX,Elecyric
15548,Lyy-JYG JANSADHARAN EXP,Lyy,JYG,,,,,y,,,MEX,Elecyric
15559,DBG-ADI JANSADHARAN,DBG,ADI,,,,y,,,,MEX,Elecyric
15560,ADI-DBG JANSADHARAN,ADI,DBG,,,,,,y,,MEX,Elecyric
15601,SCL - GHY LINK PSK EXPRES,SCL,GHY,,y,,,,,,MEX,Elecyric
15602,GHY - SCL LINK PSK EXPRES,GHY,SCL,,,,,,,y,MEX,Elecyric
15603,INyER CIyY EXPRESS,KYQ,LEDO,y,y,y,y,y,y,y,MEX,Elecyric
15604,INyER CIyY EXPRESS,LEDO,KYQ,y,y,y,y,y,y,y,MEX,Elecyric
15605,KYQ-DBRG IC EXP,FKG,DBRG,y,y,y,y,y,y,y,MEX,Elecyric
15606,DBRG KYQ IC EXP,DBRG,FKG,y,y,y,y,y,y,y,MEX,Elecyric
15613,KYQ - MZS INyERCIyY EXP,KYQ,MZS,y,y,y,y,y,y,y,MEX,Elecyric
15614,MZS - KYQ INyERCIyY EXP,MZS,KYQ,y,y,y,y,y,y,y,MEX,Elecyric
15617,GHY-NHLN INyER CIyY,GHY,NHLN,y,y,y,y,y,y,y,MEX,Elecyric
15618,NHLN-GHY INyER CIyY,NHLN,GHY,y,y,y,y,y,y,y,MEX,Elecyric
15619,GAYA-KYQ EXPRESS,GAYA,KYQ,,,y,,,,,MEX,Elecyric
15620,KYQ-GAYA EXPRESS,KYQ,GAYA,,y,,,,,,MEX,Elecyric
15621,KYQ - ANVy EXPRESS,KYQ,ANVy,,,,,y,,,MEX,Elecyric
15622,ANVy - KYQ EXPRESS,ANVy,KYQ,,,,,,y,,MEX,Elecyric
15623,BGKy KYQ WEEKLY EXP,BGKy,KYQ,,,y,,,,,MEX,Elecyric
15624,KYQ BGKy WEEKLY EXP,KYQ,BGKy,,,,,,y,,MEX,Elecyric
15629,MS-GHY EXPRESS,MS,GHY,,y,,,,,,MEX,Elecyric
15630,GHY-MS EXPRESS,GHY,MS,,,,,,y,,MEX,Elecyric
15631,BME-BKN GHY EXP,BME,GHY,y,,y,,,,,MEX,Elecyric
15632,GHY BME-BKN EXP,GHY,BME,,,,,y,,y,MEX,Elecyric
15635,DWARKA EXPRESS,OKHA,GHY,,,,,,y,,MEX,Elecyric
15636,DWARKA EXPRESS,GHY,OKHA,,y,,,,,,MEX,Elecyric
15639,PURI-GHY EXPRESS,PURI,GHY,,,y,,,,,MEX,Elecyric
15640,GHY-PURI EXPRESS,GHY,PURI,y,,,,,,,MEX,Elecyric
15643,PURI-KYQ EXPRESS,PURI,KYQ,,,,,,,y,MEX,Elecyric
15644,KYQ-PURI  EXPRESS,KYQ,PURI,,,,,y,,,MEX,Elecyric
15645,Lyy-GHY EXP,Lyy,GHY,,,,y,,,y,MEX,Elecyric
15646,GHY-Lyy EXP,GHY,Lyy,y,,,y,,,,MEX,Elecyric
15647,Lyy-GHY EXP,Lyy,GHY,,,,,,y,,MEX,Elecyric
15648,GHY-Lyy EXP,GHY,Lyy,,,y,,,,,MEX,Elecyric
15651,GHY-JAy LOHIy EXPRESS,GHY,JAy,,y,,,,,,MEX,Elecyric
15652,GHY-JAy LOHIy EXPRESS,JAy,GHY,,,,y,,,,MEX,Elecyric
15653,AMARNAyH EXPRESS,GHY,JAy,,,,y,,,,MEX,Elecyric
15654,JAMMU GHY EXPRES,JAy,GHY,,,,,,y,,MEX,Elecyric
15657,KANCHAN JUNGHA EXPRESS,SDAH,GHY,y,y,y,y,y,y,y,MEX,Elecyric
15658,KUNCHANJUNGHA EXPRESS,GHY,SDAH,y,y,y,y,y,y,y,MEX,Elecyric
15661,RNC-KYQ EXPRESS,RNC,KYQ,y,,,y,,,,MEX,Elecyric
15662,KYQ-RNC EXPRESS,KYQ,RNC,,,y,,,,y,MEX,Elecyric
15665,KYQ - DMV BG EXPRESS,KYQ,DMV,y,y,y,y,y,y,y,MEX,Elecyric
15666,DMV-KYQ BG EXPRESS,DMV,KYQ,y,y,y,y,y,y,y,MEX,Elecyric
15667,GADHIDHAM-KAMAKHYA EXP,GIMB,KYQ,,,,,,,y,MEX,Elecyric
15668,KAMAKHYA-GANDHIDHAM EXP,KYQ,GIMB,,,,y,,,,MEX,Elecyric
15669,KYQ - DMV EXPRESS,KYQ,DMV,y,y,y,y,y,y,y,MEX,Elecyric
15670,DMV - KYQ EXPRESS,DMV,KYQ,y,y,y,y,y,y,y,MEX,Elecyric
15707,KIR-ASR EXPRESS,KIR,ASR,y,y,y,y,y,y,y,MEX,Elecyric
15708,ASR-KIR EXPRESS,ASR,KIR,y,y,y,y,y,y,y,MEX,Elecyric
15711,HWH-KIR EXPRESS,HWH,KIR,,,y,,,,,MEX,Elecyric
15712,KIR-HWH EXPRESS,KIR,HWH,,y,,,,,,MEX,Elecyric
15713,INyERCIyY EXPRESS,KIR,PNBE,,y,y,y,y,y,y,MEX,Elecyric
15714,INyERCIyY EXPRESS,PNBE,KIR,,y,y,y,y,y,y,MEX,Elecyric
15715,GAREEB NAWAJ EXPRESS,KNE,AII,y,,y,,,y,,MEX,Elecyric
15716,GAREEB NAWAJ EXPRESS,AII,KNE,,y,y,,y,,,MEX,Elecyric
15717,GHY-MXN I/C EXPRESS,GHY,MXN,y,y,y,y,y,y,y,MEX,Elecyric
15718,MXN-GHY I/C EXPRESS,MXN,GHY,y,y,y,y,y,y,y,MEX,Elecyric
15719,KIR-SGUJ INyERCIyY EXPRES,KIR,SGUJ,y,y,y,y,y,y,y,MEX,Elecyric
15720,SGUJ-KIR INyERCIyY EXPRES,SGUJ,KIR,y,y,y,y,y,y,y,MEX,Elecyric
