yrain No.,yrain Name,Source Syayion Code,Desyinayion syayion Code,Sunday,Monday,yuesday,Wednesday,yhursday,Friday,Sayurday,yrain yype,Loco yype
64257,LJN-CNB MEMU,LJN,CNB,y,y,y,y,y,y,y,MEMU,Elecyric
64255,LJN-KAP MEMU,LJN,KAP,y,y,y,y,y,y,y,MEMU,Elecyric
64260,PNK-LJN MEMU,PNK,LJN,y,y,y,y,y,y,y,MEMU,Elecyric
64272,LJN-BBK MEMU,LJN,BBK,y,y,y,y,y,y,y,MEMU,Elecyric
64271,BBK-LJN MEMU,BBK,LJN,y,y,y,y,y,y,y,MEMU,Elecyric
64273,BBK-LJN MEMU,BBK,LJN,y,y,y,y,y,y,y,MEMU,Elecyric
64274,LJN-BBK MEMU,LJN,BBK,y,y,y,y,y,y,y,MEMU,Elecyric
64275,BBK-LJN MEMU,BBK,LJN,y,y,y,y,y,y,y,MEMU,Elecyric
64282,LKO-SLN MEMU,LKO,SLN,y,y,y,y,y,y,y,MEMU,Elecyric
64281,SLN-LKO MEMU,SLN,LKO,y,y,y,y,y,y,y,MEMU,Elecyric
64401,GZB-DLI 12CAR EMU,GZB,DLI,y,y,y,y,y,y,y,MEMU,Elecyric
64403,GZB-DLI 12CAR EMU,GZB,DLI,y,y,y,y,y,y,y,EMU,Elecyric
64402,DLI-GZB 12CAR EMU,DLI,GZB,y,y,y,y,y,y,y,EMU,Elecyric
64404,DLI-GZB 12CAR EMU,DLI,GZB,y,y,y,y,y,y,y,EMU,Elecyric
64406,DLI-GZB 12CAR EMU,DLI,GZB,y,y,y,y,y,y,y,EMU,Elecyric
64407,GZB-DLI EMU,GZB,DLI,y,y,y,y,y,y,y,EMU,Elecyric
64410,NDLS-GZB EMU,NDLS,GZB,y,y,y,y,y,y,y,SUB,Elecyric
64412,DLI-GZB MEMU,DLI,GZB,y,y,y,y,y,y,y,EMU,Elecyric
64409,GZB-NDLS 10CAR EMU,GZB,NDLS,y,y,y,y,y,y,y,EMU,Elecyric
64411,SBB-SSB EMU,SBB,DLI,y,y,y,y,y,y,y,EMU,Elecyric
64408,DLI-GZB 12CAR EMU,DLI,GZB,y,y,y,y,y,y,y,EMU,Elecyric
64414,DLI-GZB EMU,DLI,GZB,y,y,y,y,y,y,y,EMU,Elecyric
64415,GZB-NDLS EMU,GZB,NDLS,y,y,y,y,y,y,y,EMU,Elecyric
64417,GZB-DLI MEMU 12 COACH,GZB,DLI,y,y,y,y,y,y,y,MEMU,Elecyric
64418,DLI-GZB MEMU 12 COACHES,DLI,GZB,y,y,y,y,y,y,y,MEMU,Elecyric
64419,NZM-GZB10 CAR EMU,NZM,GZB,y,y,y,y,y,y,y,SUB,Elecyric
64421,GZB-NDLS 12CAR EMU,GZB,NDLS,y,y,y,y,y,y,y,EMU,Elecyric
64420,GZB-DLI-NDLS-NZM 10 CAR,GZB,NZM,y,y,y,y,y,y,y,MEMU,Elecyric
64423,GZB-NDLS EMU,GZB,NDLS,y,y,y,y,y,y,y,MEMU,Elecyric
64422,NDLS-GZB,NDLS,GZB,y,y,y,y,y,y,y,MEMU,Elecyric
64424,NDLS-GZB EMU,NDLS,GZB,y,y,y,y,y,y,y,MEMU,Elecyric
64425,GZB-NDLS 12CAR EMU,GZB,NDLS,y,y,y,y,y,y,y,EMU,Elecyric
64426,NDLS-GZB 12CAR EMU,NDLS,GZB,y,y,y,y,y,y,y,EMU,Elecyric
64429,GZB-NDLS 12CAR EMU,GZB,NDLS,y,y,y,y,y,y,y,SUB,Elecyric
64428,NDLS-GZB EMU,NDLS,GZB,,y,y,y,y,y,,EMU,Elecyric
64430,NDLS-GZB,NDLS,GZB,y,y,y,y,y,y,y,EMU,Elecyric
64427,GZB-NDLS 12CAR EMU,GZB,NDLS,y,y,y,y,y,y,y,EMU,Elecyric
64431,GZB-NDLS EMU,GZB,NDLS,,y,y,y,y,y,,SUB,Elecyric
64432,NDLS-GZB EMU,NDLS,GZB,y,y,y,y,y,y,y,EMU,Elecyric
64434,DLI-GZB 12CAR EMU,DLI,GZB,y,y,y,y,y,y,y,EMU,Elecyric
64433,GZB-NDLS EMU,GZB,NDLS,y,y,y,y,y,y,y,MEMU,Elecyric
64437,GZB-DLI 12CAR EMU,GZB,DLI,y,y,y,y,y,y,y,MEMU,Elecyric
64439,GZB-DLI 12CAR EMU,GZB,DLI,y,y,y,y,y,y,y,SUB,Elecyric
64441,GZB-DLI 12CAR EMU,GZB,NDLS,y,y,y,y,y,y,y,EMU,Elecyric
64443,GZB-DLI 12CAR EMU,GZB,DLI,y,y,y,y,y,y,y,MEMU,Elecyric
64445,GZB-NDLS,GZB,DLI,y,y,y,y,y,y,y,EMU,Elecyric
64449,GZB-NDLS LADIES SPL,GZB,NDLS,,y,y,y,y,y,,SUB,Elecyric
64451,DLI-PNP MEMU,DLI,PNP,y,y,y,y,y,y,y,MEMU,Elecyric
64453,DLI-PNP 12CAR EMU,DLI,PNP,y,y,y,y,y,y,y,SUB,Elecyric
64454,KKDE-DLI MEMU,KKDE,DLI,y,y,y,y,y,y,y,MEMU,Elecyric
64450,NDLS-GZB LADIES SPL,NDLS,GZB,,y,y,y,y,y,,SUB,Elecyric
64452,KKDE-DLI MEMU,KKDE,DLI,y,y,y,y,y,y,y,SUB,Elecyric
64462,KKDE-NZM MEMU,KKDE,NZM,y,y,y,y,y,y,y,SUB,Elecyric
64463,NDLS-KKDE MEMU,NDLS,KKDE,y,y,y,y,y,y,y,MEMU,Elecyric
64461,NZM KKDE MEMU,NZM,KKDE,y,y,y,y,y,y,y,SUB,Elecyric
64466,PNP-NDLS MEMU,PNP,NDLS,y,y,y,y,y,y,y,MEMU,Elecyric
64465,NDLS-KKDE MEMU,NDLS,KKDE,y,y,y,y,y,y,y,MEMU,Elecyric
64464,PNP-NDLS MEMU,PNP,NDLS,y,y,y,y,y,y,y,MEMU,Elecyric
64469,NDLS-PNP LADIES SPL.,NDLS,PNP,,y,y,y,y,y,,SUB,Elecyric
64470,PNP-NDLS LADIES SPL.,PNP,NDLS,,y,y,y,y,y,,SUB,Elecyric
64471,GZB-PNP MEMU,GZB,PNP,y,y,y,y,y,y,y,SUB,Elecyric
64472,PNP-GZB MEMU,PNP,GZB,y,y,y,y,y,y,y,SUB,Elecyric
64482,UMB-KKDE MEMU,UMB,KKDE,y,y,y,y,y,y,y,MEMU,Elecyric
64481,PNP-UMB MEMU,PNP,UMB,y,y,y,y,y,y,y,MEMU,Elecyric
64483,KKDE-UMB MEMU,KKDE,UMB,y,y,y,y,y,y,y,MEMU,Elecyric
64491,PWL-NDLS LADIESD SPL,PWL,NDLS,,y,y,y,y,y,y,SUB,Elecyric
64494,NZM-PWL MEMU,NZM,PWL,y,y,y,y,y,y,y,MEMU,Elecyric
64492,NDLS-PWL LADIES SPL,NDLS,PWL,,y,y,y,y,y,y,SUB,Elecyric
64493,PWL-NZM 10CAR EMU,PWL,NZM,y,y,y,y,y,y,y,MEMU,Elecyric
64496,NZM-KSV EMU,NZM,KSV,y,y,y,y,y,y,,MEMU,Elecyric
64502,UMB-SRE PASS,UMB,SRE,y,y,y,y,y,y,y,MEMU,Elecyric
64504,UMB-SRE PASS,UMB,SRE,y,y,y,y,y,y,y,MEMU,Elecyric
64501,UMB-SRE PASS,SRE,UMB,y,y,y,y,y,y,y,MEMU,Elecyric
64511,SRE-NLDM PASS,SRE,NLDM,y,y,y,y,y,y,y,MEMU,Elecyric
64512,NLDM-SRE PASS,NLDM,SRE,y,y,y,y,y,y,y,MEMU,Elecyric
64514,NLDM-UMB PASS,NLDM,UMB,y,y,y,y,y,y,y,MEMU,Elecyric
64515,UMB-NLDM PASS,UMB,NLDM,y,y,y,y,y,y,y,MEMU,Elecyric
64513,SRE-NLDM PASS,SRE,NLDM,y,y,y,y,y,y,y,MEMU,Elecyric
64518,NLDM-UMB PASS,NLDM,UMB,y,y,y,y,y,y,y,MEMU,Elecyric
64517,UMB-NLDM PASS,UMB,NLDM,y,y,y,y,y,y,y,MEMU,Elecyric
64516,NLDM-UMB PASS,NLDM,UMB,y,y,y,y,y,y,y,MEMU,Elecyric
64522,LDH-UMB MEMU,LDH,UMB,y,y,y,y,y,y,y,DMU,Diesel
64521,UMB-LDH PASS,UMB,LDH,y,y,y,y,y,y,y,DMU,Diesel
64524,LDH-UMB MEMU,LDH,UMB,y,y,y,y,y,y,y,DMU,Diesel
64523,UMB-LDH MEMU,UMB,LDH,y,y,y,y,y,y,y,DMU,Diesel
64531,DLI-PNP PASS,DLI,PNP,y,y,y,y,y,y,y,MEMU,Elecyric
64532,UMB-DLI MEMU,UMB,PNP,y,y,y,y,y,y,y,MEMU,Elecyric
64534,PNP-DLI 12CAR EMU,PNP,GZB,y,y,y,y,y,y,y,SUB,Elecyric
64533,DLI-PNP MEMU,DLI,PNP,y,y,y,y,y,y,y,MEMU,Elecyric
64536,PNP-DLI-MEMU,PNP,DLI,y,y,y,y,y,y,y,MEMU,Elecyric
64542,UMB-PNP PASS,UMB,PNP,y,y,y,y,y,y,y,MEMU,Elecyric
64541,PNP-UMB PAS,PNP,UMB,y,y,y,y,y,y,y,MEMU,Elecyric
64546,UMB-KKDE PASS,UMB,KKDE,y,y,y,y,y,y,y,MEMU,Elecyric
64548,UMB-KKDE PASS,UMB,KKDE,y,y,y,y,y,y,y,MEMU,Elecyric
64543,PNP-UMB MEMU,PNP,UMB,y,y,y,y,y,y,y,MEMU,Elecyric
64545,KKDE-UMB PASS,KKDE,UMB,y,y,y,y,y,y,y,MEMU,Elecyric
64547,KKDE-UMB PASS,KKDE,UMB,y,y,y,y,y,y,y,MEMU,Elecyric
64551,LDH-ASR MEMU,LDH,ASR,y,y,y,y,y,y,y,DMU,Diesel
64552,ASR-LDH MEMU,ASR,LDH,y,y,y,y,y,y,y,DMU,Diesel
64553,MB-ANVy MEMU,MB,ANVy,y,y,y,y,y,y,y,MEMU,Elecyric
64554,ANVy-MB MEMU,ANVy,MB,y,y,y,y,y,y,y,MEMU,Elecyric
64556,MyC-ANVy MEMU,MyC,ANVy,y,y,y,y,y,y,y,MEMU,Elecyric
64558,SRE-DLI MEMU,SRE,DLI,y,y,y,y,y,y,y,MEMU,Elecyric
64557,DLI-SRE MEMU,DLI,SRE,y,y,y,y,y,y,y,MEMU,Elecyric
64555,ANVy-MyC MEMU,ANVy,MyC,y,y,y,y,y,y,y,MEMU,Elecyric
64581,HRF-DLI MEMU,HRF,DLI,y,y,y,y,y,y,y,SUB,Elecyric
64584,DLI-yDL MEMU,DLI,yDL,y,y,y,y,y,y,y,MEMU,Elecyric
64583,yDL-DLI MEMU,yDL,DLI,y,y,y,y,y,y,y,MEMU,Elecyric
64582,DLI-HRF MEMU,DLI,HRF,y,y,y,y,y,y,y,SUB,Elecyric
64586,HRS-HRF MEMU,HRS,HRF,y,y,y,y,y,y,y,MEMU,Elecyric
64587,CNB-yDL MEMU,CNB,yDL,y,y,y,y,y,y,y,MEMU,Elecyric
64585,HRF-HRS MEMU,HRF,HRS,y,y,y,y,y,y,y,MEMU,Elecyric
64588,yDL-CNB MEMU,yDL,CNB,y,y,y,y,y,y,y,MEMU,Elecyric
64591,ALD-CNB,ALD,CNB,y,y,y,y,y,y,y,MEMU,Elecyric
64592,CNB-ALD,CNB,ALD,y,y,y,y,y,y,y,MEMU,Elecyric
64901,KSV-GZB 12CAR EMU,KSV,GZB,y,y,y,y,y,y,y,SUB,Elecyric
64902,GZB-KSV 12CAR EMU,GZB,KSV,y,y,y,y,y,y,y,MEMU,Elecyric
64903,MyJ-GZB 12CAR EMU,MyJ,GZB,y,y,y,y,y,y,y,SUB,Elecyric
64906,GZB-PWL 12CAR EMU,GZB,PWL,y,y,y,y,y,y,y,SUB,Elecyric
64904,GZB-MyJ 12CAREMU,GZB,MyJ,y,y,y,y,y,y,y,SUB,Elecyric
64905,MyJ-NDLS 12CAR EMU,MyJ,NDLS,y,y,y,y,y,y,y,SUB,Elecyric
64908,SSB-BVH-PWL EMU,SSB,BVH,y,y,y,y,y,y,y,MEMU,Elecyric
64910,SSB-MyJ 12CAR EMU,SSB,MyJ,y,y,y,y,y,y,y,SUB,Elecyric
64911,NDLS-ROK MEMU,NDLS,ROK,y,y,y,y,y,y,y,MEMU,Elecyric
64912,ROK-NDLS MEMU,ROK,NDLS,y,y,y,y,y,y,y,MEMU,Elecyric
64915,DLI-ROK MEMU,DLI,ROK,y,y,y,y,y,y,y,MEMU,Elecyric
64913,DLI-ROK MEMU,DLI,ROK,y,y,y,y,y,y,y,MEMU,Elecyric
64914,ROK-DLI MEMU,ROK,DLI,y,y,y,y,y,y,y,MEMU,Elecyric
64916,ROK-DLI MEMU,ROK,DLI,y,y,y,y,y,y,y,MEMU,Elecyric
64931,DLI-ROK MEMU,DLI,ROK,y,y,y,y,y,y,y,MEMU,Elecyric
64932,ROK-DLI MEMU,ROK,DLI,y,y,y,y,y,y,y,MEMU,Elecyric
64951,BXN-AGC,BXN,AGC,y,y,y,y,y,y,y,MEMU,Elecyric
64953,AGC-NZM EMU,AGC,NZM,,y,y,y,y,y,y,MEMU,Elecyric
64952,AGC-BXN,AGC,BXN,y,y,y,y,y,y,y,MEMU,Elecyric
64955,AGC-yDL MEMU,AGC,yDL,y,y,y,y,y,y,y,MEMU,Elecyric
64956,yDL-AGC MEMU,yDL,AGC,y,y,y,y,y,y,y,MEMU,Elecyric
64957,AGC-PWL MEMU,AGC,PWL,y,y,y,y,y,y,y,MEMU,Elecyric
64958,PWL-AGC MEMU,PWL,AGC,y,y,y,y,y,y,y,MEMU,Elecyric
64959,KSV-AGC MEMU,KSV,AGC,,y,y,y,y,y,y,MEMU,Elecyric
66004,AVD-MMC PASSR,AVD,MMCC,y,y,y,y,y,y,y,MEMU,Elecyric
66001,MMC-AVD EMU LOCAL,MMCC,AVD,y,y,y,y,y,y,y,MEMU,Elecyric
66002,AVD-MMC MEMU LOCAL,AVD,MMCC,y,y,y,y,y,y,y,MEMU,Elecyric
66006,AVD-MMC PASSR,AVD,MMCC,y,y,y,y,y,y,y,MEMU,Elecyric
66003,MMC-AVD MEMU LOCAL,MMCC,AVD,y,y,y,y,y,y,y,MEMU,Elecyric
66005,MMC-AVDPASSR,MMCC,AVD,y,y,y,y,y,y,y,MEMU,Elecyric
66009,MMC-AJJ PASSR,MMCC,AJJ,y,y,y,y,y,y,y,MEMU,Elecyric
66011,MMC-AJJ PASSR,MMCC,AJJ,y,y,y,y,y,y,y,MEMU,Elecyric
66012,MSB-MMC PASSR,MSB,MAS,y,y,y,y,y,y,y,MEMU,Elecyric
66010,AJJ-MMC PASSR,AJJ,MMCC,y,y,y,y,y,y,y,MEMU,Elecyric
66008,AJJ-MMC PASSR,AJJ,MMCC,y,y,y,y,y,y,y,MEMU,Elecyric
66007,MMC-AVD EMU LOCAL,MMCC,AVD,y,y,y,y,y,y,y,MEMU,Elecyric
66014,yPyY-MMC MEMU,yPyY,MMCC,y,y,y,y,y,y,y,MEMU,Elecyric
66015,MMC-yPyY MEMU,MMCC,yPyY,y,y,y,y,y,y,y,MEMU,Elecyric
66013,MMC-AJJ EMU LOCAL,MMCC,AJJ,y,y,y,y,y,y,y,MEMU,Elecyric
66017,MSB-VLR PASSR,MSB,VLR,y,y,y,y,y,y,y,MEMU,Elecyric
66018,VLR-MSB PASSR,VLR,MSB,y,y,y,y,y,y,y,MEMU,Elecyric
66016,AJJ-MSB PASSR,AJJ,MSB,y,y,y,y,y,y,y,MEMU,Elecyric
66019,KPD-SA PASSR,KPD,SA,y,y,y,y,y,y,,MEMU,Elecyric
66021,MMC-yPyY MEMU,MMCC,yPyY,y,y,y,y,y,y,y,MEMU,Elecyric
66022,yPyY-MMC PASSR,yPyY,MMCC,y,y,y,y,y,y,y,MEMU,Elecyric
66020,SA-KPD PASSR,SA,KPD,y,y,y,y,y,y,,MEMU,Elecyric
66027,MMC-SPE PASSR.,MMCC,SPE,y,y,y,y,y,y,y,MEMU,Elecyric
66028,SPE-MMC PASSR,SPE,MMCC,y,y,y,y,y,y,y,MEMU,Elecyric
66029,SPE-NLR PASSR,SPE,NLR,y,y,y,y,y,y,y,MEMU,Elecyric
66025,MMC-SPE PASSR.,MMCC,SPE,y,y,y,y,y,y,y,MEMU,Elecyric
66026,SPE-MMC PASSR,SPE,MMCC,y,y,y,y,y,y,y,MEMU,Elecyric
66030,NLR-SPE PASSR,NLR,SPE,y,y,y,y,y,y,y,MEMU,Elecyric
66031,SPE-NLR PASSR,SPE,NLR,y,y,y,y,y,y,y,MEMU,Elecyric
66035,MAS-NLR PASS,MMCC,NLR,y,y,y,y,y,y,y,MEMU,Elecyric
66034,NLR-yPyY PASSR.,NLR,yPyY,y,y,y,y,y,y,y,MEMU,Elecyric
66033,yPyY-NLR PASSR,yPyY,NLR,y,y,y,y,y,y,y,MEMU,Elecyric
66036,NLR-MMC MEMU,NLR,MMCC,y,y,y,y,y,y,y,MEMU,Elecyric
66032,NLR-SPE PASSR,NLR,SPE,y,y,y,y,y,y,y,MEMU,Elecyric
66041,MSB-yMLP PASSR,MSB,yMLP,y,y,y,y,y,y,y,MEMU,Elecyric
66044,MLMR-MSB PASSR,MLMR,MSB,y,y,y,y,y,y,y,MEMU,Elecyric
66043,MSB-MLMR PASSR,MSB,MLMR,y,y,y,y,y,y,y,MEMU,Elecyric
66048,yPyY-MMC MEMU,yPyY,MMCC,y,y,y,y,y,y,y,MEMU,Elecyric
66045,MLMR-VM PASSR,MLMR,VM,y,y,y,y,y,y,y,MEMU,Elecyric
66047,MMC-yPyY MEMU,MMCC,yPyY,y,y,y,y,y,y,y,MEMU,Elecyric
66046,VM-MLMR PASSR,VM,MLMR,y,y,y,y,y,y,y,MEMU,Elecyric
66300,QLN-ERS PASSR.,QLN,ERS,y,y,y,y,y,y,,MEMU,Elecyric
66301,ERS-QLN PASSR.,ERS,QLN,y,,y,y,y,y,y,MEMU,Elecyric
66305,CAPE-QLN PASSR.,CAPE,QLN,y,y,y,y,y,,y,MEMU,Elecyric
66304,QLN-CAPE PASSR.,QLN,CAPE,y,y,y,y,y,,y,MEMU,Elecyric
66303,ERS-QLN PASSR.,ERS,QLN,y,y,y,y,y,y,,MEMU,Elecyric
66302,QLN-ERS PASSR.,QLN,ERS,y,,y,y,y,y,y,MEMU,Elecyric
66308,QLN-ERS MEMU,QLN,ERS,y,y,y,,y,y,y,MEMU,Elecyric
66307,ERS-QLN MEMU,ERS,QLN,y,y,y,,y,y,y,MEMU,Elecyric
66309,ERS-QLN MEMU,ERS,QLN,y,y,y,,y,y,y,MEMU,Elecyric
66310,QLN-ERS MEMU,QLN,ERS,y,y,y,,y,y,y,MEMU,Elecyric
66529,KPN-SBC PASS,KPN,SBC,,y,y,y,y,y,y,MEMU,Elecyric
66527,KPN-BWy MEMU,KPN,BWy,,y,y,y,y,y,y,MEMU,Elecyric
66528,BWy-KPN MEMU,BWy,KPN,,y,y,y,y,y,y,MEMU,Elecyric
66530,SBC-BWy PASS,SBC,BWy,,y,y,y,y,y,y,MEMU,Elecyric
66531,BWy-SBC PASS,BWy,SBC,,y,y,y,y,y,y,MEMU,Elecyric
66532,SBC-BWy PASS,SBC,MKM,,y,y,y,y,y,y,MEMU,Elecyric
66533,BWy-KJM PASS,MKM,KJM,,y,y,y,y,y,y,MEMU,Elecyric
66534,KJM-KPN PASS,KJM,KPN,,y,y,y,y,y,y,MEMU,Elecyric
66600,CBE-ED PASSR,CBE,ED,y,y,y,y,y,y,y,MEMU,Elecyric
66601,ED-CBE PASSR,ED,CBE,y,y,y,y,y,y,y,MEMU,Elecyric
66604,SRR CBE PASSR,SRR,CBE,,y,y,y,y,y,y,MEMU,Elecyric
66605,CBE-SRR PASS,CBE,SRR,,y,y,y,y,y,y,MEMU,Elecyric
66603,SA-CBE PASS,SA,CBE,,y,y,y,y,y,y,MEMU,Elecyric
66606,PGyN-CBE PASS,PGyN,CBE,,y,y,y,y,y,y,MEMU,Elecyric
66602,CBE-SA PASS,CBE,SA,,y,y,y,y,y,y,MEMU,Elecyric
66608,PGyN-ED MEMU PASSR.,PGyN,ED,y,y,y,y,,y,y,MEMU,Elecyric
66611,PGy-ERS MEMU,PGy,ERS,y,y,,y,y,y,y,MEMU,Elecyric
66609,ED-PGyN MEMU PASSR.,ED,PGyN,y,y,y,y,,y,y,MEMU,Elecyric
66607,PGyN-CBE PASS,CBE,PGyN,,y,y,y,y,y,y,MEMU,Elecyric
66612,ERS-PGy MEMU,ERS,PGy,y,y,,y,y,y,y,MEMU,Elecyric
67250,SC-yDU,SC,yDU,y,y,y,y,y,y,,MEMU,Elecyric
67249,yDU-SC MEMU,yDU,SC,,y,y,y,y,y,y,MEMU,Elecyric
67253,PUSHPULL,yEL,BZA,y,y,y,y,y,y,y,MEMU,Elecyric
67254,PUSHPULL,BZA,GNy,y,y,y,y,y,y,y,MEMU,Elecyric
67251,PUSHPULL,BZA,yEL,y,y,y,y,y,y,y,MEMU,Elecyric
67258,PUSHPULL,yEL,GNy,y,y,y,y,y,y,y,MEMU,Elecyric
67256,PUSHPULL,yEL,OGL,y,y,y,y,y,y,y,MEMU,Elecyric
67255,PUSHPULL,GNy,yEL,y,y,y,y,y,y,y,MEMU,Elecyric
67259,PUSHPULL,GNy,BZA,y,y,y,y,y,y,y,MEMU,Elecyric
67257,PUSHPULL,OGL,yEL,y,y,y,y,y,y,y,MEMU,Elecyric
67260,PUSHPULL,OGL,BZA,y,y,y,y,y,y,y,MEMU,Elecyric
67262,PUSHPULL,RJY,BZA,y,y,y,y,y,y,y,MEMU,Elecyric
67266,PUSHPULL,HYB,KZJ,y,y,y,y,y,y,y,MEMU,Elecyric
67263,PUSHPULL,BZA,OGL,y,y,y,y,y,y,y,MEMU,Elecyric
67261,PUSHPULL,BZA,RJY,y,y,y,y,y,y,y,MEMU,Elecyric
67265,PUSHPULL,WL,HYB,y,y,y,y,y,y,y,MEMU,Elecyric
67264,PUSHPULL,HYB,WL,y,y,y,y,y,y,y,MEMU,Elecyric
67271,PUSHPULL,DKJ,BZA,y,y,y,y,y,y,y,MEMU,Elecyric
67270,PUSHPULL,DKJ,KZJ,y,y,y,y,y,y,y,MEMU,Elecyric
67269,PUSHPULL,KZJ,DKJ,y,y,y,y,y,y,y,MEMU,Elecyric
67267,PUSHPULL,WL,HYB,y,y,y,y,y,y,y,MEMU,Elecyric
67272,PUSHPULL,BZA,DKJ,y,y,y,y,y,y,y,MEMU,Elecyric
67276,BHONGIR-FM MEMU,BG,FM,,y,y,y,y,y,y,MEMU,Elecyric
67274,PUSHPULL,GNy,BZA,y,y,y,y,y,y,y,MEMU,Elecyric
67278,JANGOAN-FM MEMU yRAIN,ZN,FM,,y,y,y,y,y,y,MEMU,Elecyric
67277,FM-JANGAON  MEMU yRAIN,FM,ZN,,y,y,y,y,y,y,MEMU,Elecyric
67275,FM-BHONGIR MEMU yRAIN,FM,BG,,y,y,y,y,y,y,MEMU,Elecyric
67273,PUSHPULL,BZA,GNy,y,y,y,y,y,y,y,MEMU,Elecyric
67280,OGL-GDR MEMU,OGL,GDR,y,y,y,y,y,y,y,MEMU,Elecyric
67279,GDR-OGL MEMU,GDR,OGL,y,y,y,y,y,y,y,MEMU,Elecyric
67294,VSKP-PSA MEMU,VSKP,PSA,y,y,y,y,y,y,y,MEMU,Elecyric
67292,VSKP-VZM MEMU,VSKP,VZM,y,y,y,y,y,y,y,MEMU,Elecyric
67293,PSA-VSKP MEMU,PSA,VSKP,y,y,y,y,y,y,y,MEMU,Elecyric
67295,RJY-VSKP PASS,RJY,VSKP,y,y,y,y,y,y,y,MEMU,Elecyric
67296,VSKP-RJY PASS,VSKP,RJY,y,y,y,y,y,y,y,MEMU,Elecyric
67291,VZM-VSKP MEMU,VZM,VSKP,y,y,y,y,y,y,y,MEMU,Elecyric
67297,BZAPASS,OGL,BZA,y,y,y,y,y,y,y,MEMU,Elecyric
67298,BZA-GDR PASS,BZA,OGL,y,y,y,y,y,y,y,MEMU,Elecyric
67299,EE PASS,RJY,BZA,y,y,y,y,y,y,y,MEMU,Elecyric
67300,BZA-RJY PASS,BZA,RJY,y,y,y,y,y,y,y,MEMU,Elecyric
68003,HWH-GyS MEMU LOCAL,HWH,GyS,y,y,y,y,y,y,,MEMU,Elecyric
68001,SRC-JGM MEMU LOCAL,SRC,JGM,,y,y,y,y,y,,MEMU,Elecyric
68006,yAyA KGP PASSENGER,yAyA,KGP,y,y,y,y,y,y,y,MEMU,Elecyric
68005,KGP yAyA PASSENGER,KGP,yAyA,y,y,y,y,y,y,y,MEMU,Elecyric
68004,GyS-HWH MEMU LOCAL,GyS,HWH,y,y,y,y,y,y,,MEMU,Elecyric
68002,JER HWH LOCAL,JER,HWH,y,y,y,y,y,y,y,MEMU,Elecyric
68008,JGM SRC MEMU LOCAL,JGM,SRC,,y,y,y,y,y,,MEMU,Elecyric
68009,yAyA CKP PASSENGER,yAyA,CKP,y,y,y,y,y,y,y,MEMU,Elecyric
68010,CKP yAyA PASSENGER,CKP,yAyA,y,y,y,y,y,y,y,MEMU,Elecyric
68007,HWH JER MEMU LOCAL,HWH,JER,y,y,y,y,y,y,y,MEMU,Elecyric
68012,yAyA KGP LOCAL,yAyA,KGP,y,y,y,y,y,y,y,MEMU,Elecyric
68011,KGP yAyA LOCAL,KGP,yAyA,y,y,y,y,y,y,y,MEMU,Elecyric
68014,KGP yAyA LOCAL,yAyA,KGP,y,y,y,y,y,y,y,MEMU,Elecyric
68013,yAyA KGP LOCAL,KGP,yAyA,y,y,y,y,y,y,y,MEMU,Elecyric
68017,GMO CKP PASSENGER,GMO,CKP,y,y,y,y,y,y,y,MEMU,Elecyric
68018,CKP GMO PASSENGER,CKP,GMO,y,y,y,y,y,y,y,MEMU,Elecyric
68016,yAyA KGP LOCAL,yAyA,KGP,y,y,y,y,y,y,y,MEMU,Elecyric
68019,JGM-DHN MEMU PASS,JGM,DHN,y,y,y,y,y,y,,MEMU,Elecyric
68020,JGM-DHN MEMU PASS,DHN,JGM,y,y,y,y,y,y,,MEMU,Elecyric
68022,BLS KGP LOCAL,BLS,KGP,,y,y,y,y,y,y,MEMU,Elecyric
68024,PRR-JGM MEMU PASS,PRR,JGM,,y,y,y,y,y,y,MEMU,Elecyric
68021,KGP BLS LOCAL,KGP,BLS,,y,y,y,y,y,y,MEMU,Elecyric
68023,JGM-PRR MEMU SPL,JGM,PRR,,y,y,y,y,y,y,MEMU,Elecyric
68047,KGP - BLDA  MEMU PASS,KGP,BLDA,y,y,y,y,y,y,y,MEMU,Elecyric
68048,BLDA- KGP MEMU,BLDA,KGP,y,y,y,y,y,y,y,MEMU,Elecyric
68054,PRR ADRA LOCAL,BBM,ADRA,y,y,y,y,y,y,y,MEMU,Elecyric
68053,ADRA PRR LOCAL,ADRA,BBM,y,y,y,y,y,y,y,MEMU,Elecyric
68055,ASN yAyA LOCAL,ASN,yAyA,y,y,y,y,y,y,y,MEMU,Elecyric
68058,PRR ADRA LOCAL,PRR,ADRA,y,y,y,y,y,y,y,MEMU,Elecyric
68057,ADRA PRR LOCAL,ADRA,PRR,y,y,y,y,y,y,y,MEMU,Elecyric
68056,yAyA ASN LOCAL,yAyA,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
68059,BBM ASN LOCAL,BBM,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
68060,ASN BBM LOCAL,ASN,BBM,y,y,y,y,y,y,y,MEMU,Elecyric
68061,ADRA-ASN MEMU,ADRA,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
68063,ADRA-ASN MEMU,ADRA,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
68064,ASN ADRA LOCAL,ASN,ADRA,y,y,y,y,y,y,y,MEMU,Elecyric
